Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Diet high in sugar sweetened beverages,Deaths,2021,2007,47069.3758802015,20583.6038566436,71977.018679508,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2010,51401.8738515446,22575.5577558362,78991.6863475939,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2013,56042.7442854882,24729.4608090559,86252.9527045348,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2015,61107.0859050379,27329.8390647969,93665.3308490241,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2016,63933.7578539941,28757.1177023865,97054.5351257986,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2017,66230.0342672549,29920.4084432893,100902.135793823,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2019,72023.6428049739,32673.7311905256,110421.778988956,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2021,75725.3804443203,34284.3580288238,117265.954094679,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,1990,131011.221471024,13216.610635888,246433.830151413,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2005,135679.998126595,13270.9371958965,252747.63169458,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2006,130854.138121838,12952.9777317844,244603.110738047,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2007,125636.426582325,12381.0873401555,236538.250183047,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2010,111583.900168929,10979.722041292,214537.777640863,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2013,112164.626215486,11590.3658692179,216181.60215972,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2015,117298.102695485,12318.426238531,221209.033265729,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2016,119682.276755504,12579.5302455464,226269.361133457,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2017,120838.963064363,12621.8650168341,226672.599686179,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2019,90463.7062089368,9471.53825317869,172377.433421613,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2021,93310.7014985043,9229.38295129084,179613.684215078,Dietary risks,Behavioural risks
,Occupational carcinogens,Deaths,2021,1990,208062.732515694,168124.942569718,249089.822745056,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2005,264522.784345645,213909.830290034,316631.553693489,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2006,268024.027416535,214923.305847827,320911.285498473,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2007,273934.272074888,223266.5352391,329683.057915399,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2010,296021.240136376,238747.13713089,354284.02927044,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2013,314609.43664363,254868.557129085,379029.071660335,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2015,319299.388316512,256180.941307705,382363.659421318,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2016,324406.32318238,259804.376171479,389698.285624899,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2017,325834.059341524,263562.300549376,389326.332185339,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2019,330703.659319425,265713.927658294,399211.392545941,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2021,2021,341997.750897578,272577.069923507,412038.845593956,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2005,633806.778187205,603098.172459371,667922.343586242,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2006,629643.145489626,599953.88846368,664161.336385793,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2007,626095.067926393,595610.038481406,658302.811627049,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2010,605265.399625491,576544.292140578,634109.313826166,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2013,570600.039397921,543530.307022763,598835.132560116,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2015,536933.977478558,507006.96691648,563874.052956788,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2016,526419.986772139,500682.202647062,552435.565075935,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2017,517154.063345738,491103.359422938,545092.135635275,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2019,493283.043070859,466231.127163014,518692.613374072,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2021,480609.339766946,452246.387530666,507681.149763977,Occupational risks,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2021,1990,2888496.72062351,2718933.26936604,3053604.17537788,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2005,2396184.49771156,2208641.88661042,2576019.03076322,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2006,2372731.99718563,2193507.30270965,2547628.01573933,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2007,2349054.75910021,2162756.7560104,2517384.97647444,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2010,2249515.29332354,2053708.07063866,2449912.47829975,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2013,2139715.72607502,1942480.1349356,2330823.4789646,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2015,2050503.60208877,1831364.84053478,2270749.41232414,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2016,1992223.90479271,1756283.06996442,2225487.92192443,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2017,1926381.17539428,1694322.85455293,2150480.96222699,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2019,1780007.22454732,1553828.91724211,2040953.03933734,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,Deaths,2021,2021,1626132.53964018,1405081.80625454,1881124.04533233,Child and maternal malnutrition,Behavioural risks
,Air pollution,Deaths,2021,1990,7340635.81759191,6120948.59773349,8540005.56818736,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2005,8099053.2603924,6979220.52764644,9122664.88688117,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2006,7953970.67288558,6843782.93495149,9042044.61979588,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2007,7943449.78555472,6825257.66036388,8997525.48153956,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2010,8021933.4605085,6865644.5668434,9156951.86374108,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2013,8157127.4770446,6932515.1470835,9452136.35488974,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2015,8210058.72667748,6990549.82119251,9456672.61953061,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2016,8202792.72083173,6871195.96711967,9491343.60807794,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2017,8122881.53323922,6813141.6495357,9411542.7314334,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2019,7965676.52177875,6627478.62589431,9298878.99857771,Air pollution,Environmental/occupational risks
,Air pollution,Deaths,2021,2021,8079995.35775399,6709212.88518237,9483055.07001379,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,1990,235336.155531619,52681.3510383172,415901.042876564,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2005,359299.014807106,79040.551529793,620571.557365392,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2006,370663.374824462,81189.0975525209,635995.339905372,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2007,391333.568608816,86343.2609949324,675955.032878019,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2010,390136.061114797,83649.5905403252,676369.108727834,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2013,392525.235573056,85538.8817649263,683265.09087148,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2015,410356.211667652,90032.5827050258,714745.806143847,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2016,437777.646495798,95511.4087642881,755943.126356912,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2017,459109.262582353,101657.933379006,797430.798156774,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2019,469885.836875423,99918.8984380698,817983.330347593,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2021,489518.844937223,107204.206865516,836979.31258845,Air pollution,Environmental/occupational risks
,Iron deficiency,Deaths,2021,1990,59083.5335639247,28950.6129338763,77815.1674236548,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2005,50942.532195204,24417.576659113,68631.2943416568,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2006,49920.5813432099,23262.8608388614,67912.5506481701,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2007,48523.4245258961,22873.2263274451,66023.9715584153,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2010,44857.4873475695,22248.4600464878,61993.6823970421,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2013,41550.7923714005,19738.9206235487,57366.8823919934,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2015,38974.4254971928,18266.928038965,53970.5511914509,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2016,38308.632074211,17689.1915299055,52770.7308718179,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2017,37710.1438982539,17922.513657698,52074.9297656245,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2019,35503.9817568035,16605.1163591713,50256.1785073244,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2021,2021,34291.7788151698,16601.2006052935,48547.6454900684,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,1990,188458.416483143,-510559.545784607,756085.568911317,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2005,86766.6649055485,-251358.311528604,362496.519947671,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2006,77784.9848748489,-227277.407091335,330310.278615603,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2007,70941.0455875931,-208607.503165383,300802.771931181,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2010,57028.725285464,-170211.29784601,241736.715846761,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2013,42717.079316815,-122309.21841468,182288.087108814,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2015,34236.4175729011,-96918.7306827984,146801.760132993,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2016,30500.6232588098,-87545.8751016514,131762.377555175,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2017,27776.4046099185,-81078.1773014086,122200.877993807,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2019,23574.9676471902,-67982.2849291465,103722.723311504,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2021,17374.4038679158,-56819.0186240427,75974.9278297115,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,1990,17396.28449893,-31361.4865381292,81000.0376991035,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2005,8204.87812099904,-17132.3273488058,37300.3866708617,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2006,7751.73538145444,-16266.9201773583,35834.0514011571,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2007,7172.75729434787,-15211.0100351783,33443.0472400444,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2010,5371.80533164382,-12331.4874524612,26759.0984886686,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2013,3964.19226762873,-8414.95327600352,20674.8688245592,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2015,3134.21702808866,-6649.65307453948,16930.9476860364,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2016,2795.666751697,-6044.81134661595,15092.0838724282,Child and maternal malnutrition,Behavioural risks
