Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
3.0,Ambient particulate matter pollution,Deaths,2016,2016,4092690.0,3624440.0,4575020.0,Air pollution,Environmental/occupational risks
3.0,Household air pollution from solid fuels,Deaths,2016,2016,2576360.0,2215950.0,2968890.0,Air pollution,Environmental/occupational risks
3.0,Ambient ozone pollution,Deaths,2016,2016,233640.0,90110.0,385300.0,Air pollution,Environmental/occupational risks
2.0,Other environmental risks,Deaths,2016,2016,597740.0,328830.0,923470.0,Other environmental risks,Environmental/occupational risks
3.0,Residential radon,Deaths,2016,2016,57690.0,38120.0,77920.0,Other environmental risks,Environmental/occupational risks
3.0,Lead exposure,Deaths,2016,2016,540040.0,269070.0,868970.0,Other environmental risks,Environmental/occupational risks
2.0,Occupational risks,Deaths,2016,2016,1528020.0,1383550.0,1680970.0,Occupational risks,Environmental/occupational risks
3.0,Occupational carcinogens,Deaths,2016,2016,746540.0,624130.0,874380.0,Occupational risks,Environmental/occupational risks
3.0,Occupational asthmagens,Deaths,2016,2016,37570.0,28360.0,47940.0,Occupational risks,Environmental/occupational risks
3.0,"Occupational particulate matter, gases, and fumes",Deaths,2016,2016,424270.0,349980.0,507550.0,Occupational risks,Environmental/occupational risks
3.0,Occupational injuries,Deaths,2016,2016,335710.0,328640.0,343270.0,Occupational risks,Environmental/occupational risks
1.0,Behavioural risks,Deaths,2016,2016,21830190.0,20450240.0,23314120.0,Other,Behavioural risks
2.0,Child and maternal malnutrition,Deaths,2016,2016,2736960.0,2573810.0,2904340.0,Child and maternal malnutrition,Behavioural risks
3.0,Suboptimal breastfeeding,Deaths,2016,2016,152480.0,124060.0,183650.0,Child and maternal malnutrition,Behavioural risks
3.0,Child growth failure,Deaths,2016,2016,1010580.0,908980.0,1119900.0,Child and maternal malnutrition,Behavioural risks
3.0,Low birth weight and short gestation,Deaths,2016,2016,1673600.0,1589230.0,1758450.0,Child and maternal malnutrition,Behavioural risks
3.0,Iron deficiency,Deaths,2016,2016,20950.0,9790.0,33310.0,Child and maternal malnutrition,Behavioural risks
3.0,Vitamin A deficiency,Deaths,2016,2016,42180.0,24160.0,65390.0,Child and maternal malnutrition,Behavioural risks
3.0,Zinc deficiency,Deaths,2016,2016,25090.0,1320.0,69470.0,Child and maternal malnutrition,Behavioural risks
2.0,Tobacco,Deaths,2016,2016,7131380.0,6503230.0,7780890.0,Tobacco,Behavioural risks
3.0,Smoking,Deaths,2016,2016,6321100.0,5673660.0,6962350.0,Tobacco,Behavioural risks
3.0,Second-hand smoke,Deaths,2016,2016,883930.0,715080.0,1085100.0,Tobacco,Behavioural risks
3.0,High alcohol use,Deaths,2016,2016,2814640.0,2371240.0,3292680.0,High alcohol use,Behavioural risks
3.0,Drug use,Deaths,2016,2016,451820.0,420400.0,486770.0,Drug use,Behavioural risks
2.0,Dietary risks,Deaths,2016,2016,10301540.0,8795360.0,11912630.0,Dietary risks,Behavioural risks
3.0,Diet low in fruits,Deaths,2016,2016,2361200.0,1446100.0,3447830.0,Dietary risks,Behavioural risks
3.0,Diet low in vegetables,Deaths,2016,2016,1519650.0,717790.0,2507050.0,Dietary risks,Behavioural risks
3.0,Diet low in legumes,Deaths,2016,2016,672470.0,288670.0,1113670.0,Dietary risks,Behavioural risks
3.0,Diet low in whole grains,Deaths,2016,2016,2498690.0,1662920.0,3507350.0,Dietary risks,Behavioural risks
3.0,Diet low in nuts and seeds,Deaths,2016,2016,2155040.0,1349070.0,2965360.0,Dietary risks,Behavioural risks
3.0,Diet low in milk,Deaths,2016,2016,123210.0,45000.0,213850.0,Dietary risks,Behavioural risks
3.0,Diet high in red meat,Deaths,2016,2016,31880.0,15080.0,51440.0,Dietary risks,Behavioural risks
3.0,Diet high in processed meat,Deaths,2016,2016,139620.0,29840.0,271400.0,Dietary risks,Behavioural risks
3.0,"Diet high in 
sugar sweetened beverages",Deaths,2016,2016,22560.0,15330.0,33360.0,Dietary risks,Behavioural risks
3.0,Diet low in fiber,Deaths,2016,2016,877850.0,502370.0,1337530.0,Dietary risks,Behavioural risks
3.0,Diet low in calcium,Deaths,2016,2016,159880.0,101070.0,232620.0,Dietary risks,Behavioural risks
3.0,Diet low in seafood omega-3 fatty acids,Deaths,2016,2016,1538760.0,641930.0,2518120.0,Dietary risks,Behavioural risks
3.0,"Diet low in 
polyunsaturated fatty acids",Deaths,2016,2016,404130.0,167800.0,628840.0,Dietary risks,Behavioural risks
3.0,Diet high in trans fatty acids,Deaths,2016,2016,223640.0,62820.0,513159.99999999994,Dietary risks,Behavioural risks
3.0,Diet high in sodium,Deaths,2016,2016,2310470.0,654700.0,4498830.0,Dietary risks,Behavioural risks
3.0,Intimate partner violence,Deaths,2016,2016,65090.0,44850.0,85840.0,Intimate partner violence,Behavioural risks
2.0,Unsafe sex,Deaths,2016,2016,1100900.0,1048420.0000000001,1148400.0,Unsafe sex,Behavioural risks
2.0,Low physical activity,Deaths,2016,2016,1373340.0,717650.0,2084159.9999999998,Low physical activity,Behavioural risks
1.0,Metabolic risks,Deaths,2016,2016,17493530.0,16427650.000000002,18524260.0,Other,Metabolic risks
2.0,High fasting plasma glucose,Deaths,2016,2016,5612450.0,4457290.0,6987540.0,High fasting plasma glucose,Metabolic risks
2.0,High LDL cholesterol*,Deaths,2016,2016,4392510.0,3374220.0,5619870.0,High LDL cholesterol*,Metabolic risks
2.0,High systolic blood pressure,Deaths,2016,2016,10455860.0,9381880.0,11507490.0,High systolic blood pressure,Metabolic risks
2.0,High body-mass index,Deaths,2016,2016,4525100.0,2867220.0,6434240.0,High body-mass index,Metabolic risks
2.0,Low bone mineral density,Deaths,2016,2016,441230.0,374930.0,466700.0,Low bone mineral density,Metabolic risks
2.0,Kidney dysfunction*,Deaths,2016,2016,2554210.0,2346590.0,2766510.0,Kidney dysfunction*,Metabolic risks
0.0,All risk factors,DALYs,2016,2016,1080115720.0,1017412550.0,1149380020.0,Other,All risk factors
1.0,Environmental/occupational risks,DALYs,2016,2016,311970970.0,290297060.0,335402790.0,Other,Environmental/occupational risks
2.0,"Unsafe water, sanitation, and handwashing",DALYs,2016,2016,75796040.0,61906380.0,93460540.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,Unsafe water source,DALYs,2016,2016,52440650.0,23552840.0,73900440.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,Unsafe sanitation,DALYs,2016,2016,40746600.0,32803830.0,52138770.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,No access to handwashing facility,DALYs,2016,2016,35254900.0,20869210.0,49149440.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
2.0,Air pollution,DALYs,2016,2016,162795900.0,150578260.0,175615700.0,Air pollution,Environmental/occupational risks
3.0,Ambient particulate matter pollution,DALYs,2016,2016,105674020.0,94523780.0,117808560.0,Air pollution,Environmental/occupational risks
3.0,Household air pollution from solid fuels,DALYs,2016,2016,77161350.0,66086369.99999999,88048870.0,Air pollution,Environmental/occupational risks
3.0,Ambient ozone pollution,DALYs,2016,2016,3796830.0,1463890.0,6257230.0,Air pollution,Environmental/occupational risks
2.0,Other environmental risks,DALYs,2016,2016,15128920.0,8891770.0,22939090.0,Other environmental risks,Environmental/occupational risks
3.0,Residential radon,DALYs,2016,2016,1255370.0,847290.0,1677750.0,Other environmental risks,Environmental/occupational risks
